KEY	EN	JA	ZH
"6305CE33481D8259B1804E872A7877B0"	"A letter in an incomprehensible language, given to you by Paul Fishburn"	"ポール・フィッシュバーンからあなたに渡された、理解不能な言語の手紙"	"一封用无法理解的语言写成的信，由保罗·菲什伯恩交给你"
"E5C5E8244C966312904BBA99C0FB7FEE"	"A little birdy told me Oscar wanted to speak to you. He said it was something to do with the information you were looking for. You should go see him."	"小鳥が、オスカーがあなたと話したいと言っているのを聞きました。それはあなたが探していた情報に関係があることだと言っていました。あなたは彼に会いに行くべきです。"	"一位不知名人士告诉我奥斯卡在找你。他说这件事和你要找的信息有关。你应该去见见他。"
"E106BA204580A021F08434BAD88518C7"	"A little bit of everything, as long as it doesn’t involve fighting. If you think it’s a good idea, let me know! I’ll be right here."	"戦うこと以外は、何でも少しはできます。良い考えだと思いますか？そう思ったら教えてください！私はここにいます。"	""
"400607C949F1E2393A97EBBCAF6838F4"	"A log harvested from softwood trees, such as pine and oak."	"松やオークなどの針葉樹から収穫した丸太。"	"从例如松树和橡树这种软木树上砍伐得来的软木。"
"45523B9E4C31E9FD768EDD94E335287B"	"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day."	"商人の暮らしは楽ではないが、一日中畑で働く農民よりはましだ。"	"做商人并不轻松，但至少我不像那些整日在田间辛苦操劳的农夫。"
"738E5F2846BC7C01F8FC16ACD926C104"	"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day."	"商人の暮らしは楽ではないが、一日中畑で働く農民よりはましだ。"	"做商人并不轻松，但至少我不像那些整日在田间辛苦操劳的农夫。"
"75E915AA4FCF3B60BD259AB79E3FEF96"	"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day."	"商人の暮らしは楽ではないが、一日中畑で働く農民よりはましだ。"	"做商人并不轻松，但至少我不像那些整日在田间辛苦操劳的农夫。"
"77BA15304044030DEC88E08B2C06B09D"	"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day."	"商人の暮らしは楽ではないが、一日中畑で働く農民よりはましだ。"	"做商人并不轻松，但至少我不像那些整日在田间辛苦操劳的农夫。"
"B6D3A8344A40EB134BB14AA69244D09E"	"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day."	"商人の暮らしは楽ではないが、一日中畑で働く農民よりはましだ。"	"做商人并不轻松，但至少我不像那些整日在田间辛苦操劳的农夫。"
"EB52DD3A499590919AC161ACF981FEEB"	"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day."	"商人の暮らしは楽ではないが、一日中畑で働く農民よりはましだ。"	"做商人并不轻松，但至少我不像那些整日在田间辛苦操劳的农夫。"
"F4BA742C4CFAD03029C17E83499893FC"	"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day."	"商人の暮らしは楽ではないが、一日中畑で働く農民よりはましだ。"	"做商人并不轻松，但至少我不像那些整日在田间辛苦操劳的农夫。"
"FB6D19164608F9E7C0EE4BAAA6422840"	"A merchant's life isn't easy, but at least I'm not a peasant toiling in the fields all day."	"商人の暮らしは楽ではないが、一日中畑で働く農民よりはましだ。"	"做商人并不轻松，但至少我不像那些整日在田间辛苦操劳的农夫。"
"00DCB974499ADA38D5AF82877D7CA002"	"A more durable type of wood used in crafting and building. Requires better axe to harvest."	"クラフトや建築に使用される、より耐久性のあるタイプの木材。収穫にはより良い斧が必要。"	"一种更耐用的木材，用于制作和建造。需要更好的斧头来砍伐。"
"D5208C4E4CD0F337F5A899A9614D7EE2"	"A much stronger gate type used in setting up defenses."	"防御の設定に使用される、より強力なゲートのタイプ。"	"一种在设置防御时强度更高的城门类型。"
"FEF4AC324077146204009E940E8D984D"	"A much stronger wall type used in setting up defenses."	"防御の設定に使用される、より強力な壁のタイプ。"	"一种在设置防御时强度更高的城墙类型。"
"6A5303484E5CCD4C7FB2C9BB651BFDB8"	"A mysterious figure, you say? That's bound to spark curiosity. I mean, mages and spirits don’t really exist, right?"	"謎の人物ですか？それは好奇心を刺激するはずです。つまり、魔術師や精霊は実際には存在しませんよね？"	"你说一个神秘的身影？那一定会引起人们的好奇心。我是说，法师和灵魂并不真的存在，不是吗？"
"AFAF69174CB39295BF71F4B395B24BEF"	"A natural protein fiber, some forms of which can be woven into textiles."	"天然のタンパク質繊維で、その一部は織物に織り込むことができます。"	"一种天然的蛋白质纤维，其某些形式可以织成纺织品。"
"608B9E504A5D7C628431F6BB026B6DAC"	"A new boat"	"新しいボート"	"新船"
"860CD8FA47CC76995B04EAA68D227E7A"	"A new boat"	"新しいボート"	"新船"
"BC281A6D4326C53BC0A3769296CA9418"	"A new purpose, huh? Just tell me when."	"新たな目的か？いつでもいいから言ってくれ。"	"一个新的目标，嗯……告诉我什么时候就行。"
"156EDD1E49B3D44C2BDCB5832D899B8D"	"A new well? No small feat, indeed! For a job that size, let's say 20 gold per shovel oughta do it. They’re worth their weight in well, dirt, I suppose."	"新しい井戸？確かに簡単なことではありません！その規模の仕事では、1シャベルあたり20ゴールドあれば十分でしょう。それらは井戸の土の重さの価値があると思います。"	"一口新井？这可不是小工程！对于这么大的工程，我们每把铲子算你20金币怎么样？它们值这个价，挖井，哦不，挖土很需要。"
"576B08AA44C663CC50124F96F432B8AA"	"A nice old man asked me to deliver the letter to his daughter living in Farnworth, which seems like an easy coin. I’m sure nothing bad will happen."	"親切なおじいさんが、ファーンワースに住む娘に手紙を届けてほしいと頼まれました。簡単な仕事のように思えます。きっと悪いことは起こらないでしょう。"	"一个和蔼的老人让我把信送到住在法恩沃思的女儿那里，看起来像是件很容易的活儿来钱快. 肯定不会有什么事发生的。"
"C9CA588A43C8A0B232895A83F960B461"	"A note that you found on one of the Brigands."	"盗賊の1人から見つけたメモです。"	"你在一群强盗身上发现的一张纸条。"
"759A0A654A23F292CC0246B8AA8E843A"	"A nutritious staple crop with versatile culinary uses, providing sustenance and filling bellies. Can be grown on a farm."	"栄養価が高く、用途の広い主食で、栄養を与え、お腹を満たします。農場で栽培できます。"	"一种营养丰富的基本作物，具有多功能的烹饪用途，提供营养并填饱肚子。可以在农场种植。"
"BD3B9B2F4135DB245CCBD6A49E62B00D"	"A payment from a mysterious trader. I am sure this gold was acquired in a perfectly legal way."	"謎の商人からの支払い。私はこの金が完全に合法的な方法で獲得されたと確信しています。"	"一位神秘商人的付款。我敢肯定这笔黄金是通过完全合法的方式获得的。"
"67BC11D7483CA9BB01A7ED81AC8AE93E"	"A piece of an animal's coat, still covered in fur. Can be used in place of more complex textiles. Can be skinned from a wolf or rabbit."	"まだ毛皮で覆われた動物の毛皮の一部。より複雑な織物の代わりに使用できる。オオカミやウサギから皮を剥ぐことができる。"	"一块仍带着毛皮的动物外皮。可以代替更复杂的纺织品使用。可以从狼或兔子身上剥皮获得。"
"6E28E37445125D2E6C9307A12DFC09F4"	"A place for companions to prepare for journey by stocking up on gear and food from the settlement."	"仲間たちが装備や食料を補給して旅の準備をする場所。"	""
"244B21B14DD930FB1040329D1FC3A295"	"A place where you can get rid of items that aren't needed anymore."	"不要になったアイテムを処分できる場所。"	"一个可以丢弃不再需要物品的地方。"
"B9638D7946BDAFF95EC6A89FE5455898"	"A pleasure doing business with you."	"あなたと取引できて光栄です。"	"很高兴和你做生意。"
"A4A4190B4EB403454626258D750BCC21"	"A potion that helps heal wounds."	"傷を癒すポーション。"	"一种有助于治疗伤口的药水。"
"C2DDD82F4CEAC80D154B1DBF4217BF3D"	"A potion that helps with pests."	"害虫に効くポーション。"	"一瓶对害虫有帮助的药水。"
"886ED7564E97993B79A626B116F7B51C"	"A proof that there is one less thief in the Karvenia."	"カルヴェニアで1人盗賊が減ったという証拠。"	"卡文尼亚又少了一个扒手的证明"
"C6B299924303D651BB9BBEA6BAC959C2"	"A puppet of the Queen, and a protegé of her late father."	"女王の操り人形であり、彼女の亡き父の教え子です。"	"女王的傀儡，她已故父亲的得意门生。"
"49C0EE51475CCCF5B7A0049AFD323B2C"	"A rare and valuable mineral found deep within the earth, nickle ore holds the promise of enhanced durability and resilience."	"地球の深くに埋もれた希少で貴重な鉱物であるニッケル鉱石は、耐久性と回復力の向上を約束する。"	"一种在地下深处的罕见而有价值的矿石，镍矿石蕴含着增强耐久性和韧性的特征。"
"B7C5B79A4C08D20FAF0CBA9F099CD663"	"A refined material crafted from animal skins, meticulously prepared and treated, parchment becomes the canvas for illuminated manuscripts."	"動物の皮から作られた精製された素材で、綿密に準備され処理された羊皮紙は、イルミネーション写本のキャンバスになります。"	"一种从动物皮革精制而成的材料，经过细致准备和处理，羊皮纸成为彩绘手稿的画布。"
"445AB2794BB28FC2C95E6DB490AA40CF"	"A revolutionary medium crafted from pulped plant fibers, paper transforms the medieval realm by providing a lighter, more accessible writing surface, allowing for the dissemination of knowledge, record-keeping, and the flowering of ideas through the written word."	"パルプ化された植物繊維から作られた革命的な媒体である紙は、より軽く、よりアクセスしやすい筆記面を提供することで中世の領域を変革し、知識の普及、記録の保持、そして書かれた言葉によるアイデアの開花を可能にします。"	"一种由植物纤维浆制成的革命性介质，纸张通过提供更轻便、更易获取的书写表面，改变了中世纪的领域，使得知识传播、记录保存以及通过书面文字的思想交流得以开花结果。"
"A0B01C2E4EBE2D81509D8BA2F731779C"	"A rivet is a permanent mechanical fastener. Before being installed, a rivet consists of a smooth cylindrical shaft with a head on one end."	"リベットは永久的な機械的ファスナーです。取り付ける前は、リベットは片側に頭のある滑らかな円筒形のシャフトで構成されています。"	"铆钉是一种永久性机械紧固件。在安装前，铆钉由一个带有一端头部的光滑圆柱形轴组成。"
"49C800CF435E4E9094469F8AF094F9C7"	"A secret spice used by shamans from the North to invoke the spiritual world."	"北のシャーマンが霊界を呼び出すために使用する秘密のスパイス。"	"北方萨满巫师用来召唤灵界的秘密香料。"
"EDA7B31B4CCFB7268DE84F917A1BDAC9"	"A sensible approach, young one."	"賢明なアプローチです、若者よ。"	"年轻人很有道理。"
"461395324935080E1FE06A9513F8809E"	"A shadowy figure… There must be a more reasonable explanation than some phantom haunting the village."	"影のような人物…村に出没する幽霊よりももっともっともらしい説明があるはずです。"	"一个鬼鬼祟祟的身影……一定有比鬼魂在村子里游荡更合理的解释。"
"B09302C34518F7F3E9A237BAD37630AE"	"A shipment of weapons."	"武器の輸送です。"	"一批武器。"
"C76CF84143C441C7181C0D802649129D"	"A simple bag of milled grain is very valuable in these hard times of food shortages."	"挽いた穀物のシンプルな袋は、この食糧不足の厳しい時期には非常に貴重です。"	"一袋简单的碾磨谷物在这些粮食短缺的艰难时期非常有价值。"
"736ADD3E4FBA5B7D40B86EB1263B537F"	"A simple fence meant for setting up primitive defenses."	"原始的な防御を構築するためのシンプルなフェンス。"	"用于设置原始防御的简单栅栏。"
"306332644928579933B7949839AA5A69"	"A single-stranded rope used in simple applications. Refined by a Weaver."	"簡単な用途に使用される単線のロープ。織り小屋で精製されます。"	"单股的绳索，适用于简单场合。由织工精制。"
"81A487954E9623D96879ADB734589975"	"A single-stranded rope used in simple applications. Refined by a Weaver."	"簡単な用途に使用される単線のロープ。織り小屋で精製されます。"	"单股的绳索，适用于简单场合。由织工精制。"
"934A6521453C018424D0A99FB9AC7A79"	"A small primitive source of heat for cooking basic foods. Requires wood to maintain the fire."	"基本的な食べ物を調理するための小さな原始的な熱源。火を維持するには木が必要です。"	"一种用于烹饪基本食物的小型原始热源。需要木材来维持火势。"
"E1FBA9F04E8442290D320C92A7C9AAE3"	"A smuggler has asked me to gather goods for her so she can resell them in Osterforde, and she’s planning to steal one of your boats. Just thought you should know."	"密輸業者が私に彼女のために商品を集めるように頼みました、それで彼女はそれらをオスターフォードで再販することができます、そして彼女はあなたのボートの1つを盗むことを計画しています。あなたが知るべきだとちょうど思いました。"	"有个走私者让我为她收集货物，这样她就可以在奥斯特福德转卖，而且她打算偷你们的一艘船。你要小心。"
